id,localidad,pais,temperatura_fahrenheit,fecha_y_hora,cobertura_nubes,indice_uv,presion_atmosferica,velocidad_viento,created_at,updated_at,delta_temperatura_horaria,delta_temperatura_diaria
702,Aranjuez,Colombia,82.94,2024-01-18,Total,1.6,1010.0,11.8,2024-12-19 12:11:09,2024-12-19 12:11:09,5.399999999999999,5.399999999999999
703,Laureles,Colombia,87.98,2024-01-17,Mínima,8.9,1007.7,0.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.3999999999999986,-3.3999999999999986
704,Belen,Colombia,73.4,2024-01-15,Parcial,2.8,1018.1,7.6,2024-12-19 12:11:09,2024-12-19 12:11:09,6.800000000000001,6.800000000000001
705,Aranjuez,Colombia,63.86,2024-01-09,Total,6.7,1001.6,4.7,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.3999999999999986,-0.3999999999999986
706,Robledo,Colombia,84.92,2024-01-18,Total,4.7,1019.5,7.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-4.5,-4.5
707,Aranjuez,Colombia,76.64,2024-01-13,Total,8.9,1024.5,11.8,2024-12-19 12:11:09,2024-12-19 12:11:09,0.6999999999999993,0.6999999999999993
708,Buenos Aires,Colombia,92.66,2024-01-10,Total,1.9,1013.5,9.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.8999999999999986,-0.8999999999999986
709,Aranjuez,Colombia,93.02,2024-01-19,Total,5.3,1010.1,14.9,2024-12-19 12:11:09,2024-12-19 12:11:09,9.899999999999999,9.899999999999999
710,Castilla,Colombia,92.30000000000001,2024-01-14,Mínima,9.5,1008.8,1.0,2024-12-19 12:11:09,2024-12-19 12:11:09,4.399999999999999,4.399999999999999
711,Laureles,Colombia,94.28,2024-01-16,Total,5.4,1021.3,11.2,2024-12-19 12:11:09,2024-12-19 12:11:09,6.600000000000001,6.600000000000001
712,El Poblado,Colombia,77.18,2024-01-23,Parcial,1.9,1013.6,10.0,2024-12-19 12:11:09,2024-12-19 12:11:09,5.099999999999998,5.099999999999998
713,Belen,Colombia,78.08000000000001,2024-01-24,Parcial,8.2,1021.5,8.3,2024-12-19 12:11:09,2024-12-19 12:11:09,2.900000000000002,2.900000000000002
714,Belen,Colombia,72.86,2024-01-13,Total,2.1,1019.2,12.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-6.399999999999999,-6.399999999999999
715,Laureles,Colombia,84.56,2024-01-11,Total,4.1,1022.2,8.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-4.399999999999999,-4.399999999999999
716,Castilla,Colombia,84.56,2024-01-15,Total,9.8,1022.7,13.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.3000000000000007,-3.3000000000000007
717,Castilla,Colombia,76.64,2024-01-20,Total,1.9,1011.4,12.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.800000000000001,-5.800000000000001
718,Robledo,Colombia,80.06,2024-01-17,Total,0.4,1005.5,1.2,2024-12-19 12:11:09,2024-12-19 12:11:09,6.5,6.5
719,Buenos Aires,Colombia,70.88,2024-01-19,Total,3.3,1006.8,10.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.6999999999999993,-3.6999999999999993
720,Belen,Colombia,70.88,2024-01-14,Total,8.5,1023.9,1.1,2024-12-19 12:11:09,2024-12-19 12:11:09,10.799999999999997,10.799999999999997
721,Castilla,Colombia,78.98,2024-01-20,Parcial,6.4,1007.0,8.7,2024-12-19 12:11:09,2024-12-19 12:11:09,5.199999999999999,5.199999999999999
722,Aranjuez,Colombia,86.53999999999999,2024-01-16,Total,5.9,1014.4,11.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.0,-11.0
723,Aranjuez,Colombia,69.08000000000001,2024-01-15,Parcial,5.4,1017.5,9.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.5,-2.5
724,Belen,Colombia,62.24,2024-01-25,Total,2.1,1019.5,1.4,2024-12-19 12:11:09,2024-12-19 12:11:09,3.8000000000000007,3.8000000000000007
725,El Poblado,Colombia,74.66,2024-01-17,Total,2.4,1023.8,14.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-4.300000000000001,-4.300000000000001
726,El Poblado,Colombia,93.38,2024-01-12,Total,0.2,1011.8,7.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.5,-0.5
727,Laureles,Colombia,61.7,2024-01-13,Total,1.5,1009.2,7.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-13.099999999999998,-13.099999999999998
728,Aranjuez,Colombia,80.42,2024-01-16,Total,4.9,1024.0,2.5,2024-12-19 12:11:09,2024-12-19 12:11:09,5.4,5.4
729,Belen,Colombia,63.5,2024-01-17,Total,3.4,1016.1,7.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.1000000000000014,-2.1000000000000014
730,Laureles,Colombia,79.34,2024-01-21,Total,7.7,1015.0,2.0,2024-12-19 12:11:09,2024-12-19 12:11:09,2.3000000000000007,2.3000000000000007
731,Belen,Colombia,79.88,2024-01-26,Parcial,6.4,1011.5,7.7,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.0,-9.0
732,Laureles,Colombia,64.94,2024-01-14,Total,9.9,1019.7,13.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.3999999999999986,-0.3999999999999986
733,Robledo,Colombia,76.28,2024-01-27,Parcial,6.4,1021.2,8.3,2024-12-19 12:11:09,2024-12-19 12:11:09,5.6,5.6
734,Belen,Colombia,79.7,2024-01-21,Total,0.5,1006.3,14.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.5999999999999996,-0.5999999999999996
735,Robledo,Colombia,63.14,2024-01-18,Total,3.9,1016.7,11.6,2024-12-19 12:11:09,2024-12-19 12:11:09,4.800000000000001,4.800000000000001
736,El Poblado,Colombia,88.34,2024-01-15,Total,7.8,1015.2,13.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-17.299999999999997,-17.299999999999997
737,Buenos Aires,Colombia,81.86,2024-01-28,Total,7.1,1008.9,12.9,2024-12-19 12:11:09,2024-12-19 12:11:09,8.399999999999999,8.399999999999999
738,Aranjuez,Colombia,75.38,2024-01-22,Total,0.8,1001.0,1.5,2024-12-19 12:11:09,2024-12-19 12:11:09,11.4,11.4
739,Robledo,Colombia,64.4,2024-01-29,Total,6.2,1006.7,7.3,2024-12-19 12:11:09,2024-12-19 12:11:09,0.6000000000000014,0.6000000000000014
740,Belen,Colombia,81.68,2024-01-23,Total,6.0,1015.6,11.8,2024-12-19 12:11:09,2024-12-19 12:11:09,0.8000000000000007,0.8000000000000007
741,Robledo,Colombia,72.32,2024-01-18,Total,7.1,1015.4,12.5,2024-12-19 12:11:09,2024-12-19 12:11:09,8.899999999999999,8.899999999999999
742,Robledo,Colombia,67.1,2024-01-24,Total,6.6,1020.8,1.2,2024-12-19 12:11:09,2024-12-19 12:11:09,0.3999999999999986,0.3999999999999986
743,Robledo,Colombia,82.4,2024-01-25,Total,5.4,1024.0,0.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-10.8,-10.8
744,El Poblado,Colombia,72.5,2024-01-26,Total,0.6,1008.6,12.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.2,-11.2
745,Aranjuez,Colombia,77.53999999999999,2024-01-30,Total,7.3,1021.6,1.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.0,-9.0
746,Castilla,Colombia,89.06,2024-01-31,Total,0.2,1015.2,10.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.5,-1.5
747,Belen,Colombia,59.72,2024-01-16,Total,3.1,1008.3,14.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.6000000000000014,-3.6000000000000014
748,Belen,Colombia,68.72,2024-02-01,Total,3.2,1014.6,10.3,2024-12-19 12:11:09,2024-12-19 12:11:09,7.199999999999999,7.199999999999999
749,Aranjuez,Colombia,77.36,2024-01-19,Total,1.8,1023.8,1.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.3999999999999986,-0.3999999999999986
750,Aranjuez,Colombia,73.4,2024-02-02,Total,6.8,1022.8,12.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-10.899999999999999,-10.899999999999999
751,Aranjuez,Colombia,67.28,2024-02-03,Total,10.4,1008.9,11.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-17.500000000000004,-17.500000000000004
752,Aranjuez,Colombia,73.94,2024-02-04,Total,0.9,1020.3,2.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.40000000000000213,-0.40000000000000213
753,Buenos Aires,Colombia,67.46000000000001,2024-01-27,Total,3.2,1017.2,8.2,2024-12-19 12:11:09,2024-12-19 12:11:09,3.1000000000000014,3.1000000000000014
754,Robledo,Colombia,60.8,2024-01-17,Total,3.1,1015.9,8.7,2024-12-19 12:11:09,2024-12-19 12:11:09,-7.5,-7.5
755,Belen,Colombia,65.84,2024-01-18,Total,4.6,1022.3,0.7,2024-12-19 12:11:09,2024-12-19 12:11:09,1.5,1.5
756,Laureles,Colombia,73.75999999999999,2024-02-05,Total,3.4,1020.9,0.5,2024-12-19 12:11:09,2024-12-19 12:11:09,2.6000000000000014,2.6000000000000014
757,Aranjuez,Colombia,94.63999999999999,2024-01-22,Total,8.9,1005.4,11.6,2024-12-19 12:11:09,2024-12-19 12:11:09,8.599999999999998,8.599999999999998
758,Aranjuez,Colombia,78.44,2024-01-28,Total,1.2,1020.0,2.7,2024-12-19 12:11:09,2024-12-19 12:11:09,14.899999999999999,14.899999999999999
759,Robledo,Colombia,86.18,2024-01-23,Total,8.3,1006.5,14.4,2024-12-19 12:11:09,2024-12-19 12:11:09,12.799999999999997,12.799999999999997
760,Robledo,Colombia,83.48,2024-01-29,Mínima,6.0,1003.7,4.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.599999999999998,-5.599999999999998
761,Laureles,Colombia,66.74000000000001,2024-01-20,Total,9.6,1007.8,6.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.700000000000003,-2.700000000000003
762,Castilla,Colombia,79.7,2024-01-21,Total,5.7,1013.9,10.2,2024-12-19 12:11:09,2024-12-19 12:11:09,1.0,1.0
763,El Poblado,Colombia,64.4,2024-01-18,Total,1.0,1008.1,9.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.1999999999999993,-3.1999999999999993
764,El Poblado,Colombia,59.0,2024-01-24,Total,6.2,1016.0,3.4,2024-12-19 12:11:09,2024-12-19 12:11:09,0.0,0.0
765,Robledo,Colombia,74.12,2024-01-25,Total,10.0,1000.6,12.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-4.600000000000001,-4.600000000000001
766,Robledo,Colombia,81.14,2024-02-06,Total,9.0,1017.9,3.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.699999999999999,-5.699999999999999
767,Belen,Colombia,64.03999999999999,2024-01-30,Total,1.2,1011.1,0.4,2024-12-19 12:11:09,2024-12-19 12:11:09,15.399999999999999,15.399999999999999
768,Buenos Aires,Colombia,82.4,2024-01-19,Total,2.8,1018.8,13.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-10.399999999999999,-10.399999999999999
769,Belen,Colombia,69.08000000000001,2024-02-07,Total,7.4,1005.7,4.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-13.100000000000001,-13.100000000000001
770,Aranjuez,Colombia,74.30000000000001,2024-01-19,Total,6.4,1014.2,1.0,2024-12-19 12:11:09,2024-12-19 12:11:09,10.5,10.5
771,Belen,Colombia,73.58000000000001,2024-01-22,Total,2.5,1018.8,13.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-8.200000000000003,-8.200000000000003
772,Buenos Aires,Colombia,65.30000000000001,2024-01-23,Total,6.1,1011.8,13.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.0000000000000036,-2.0000000000000036
773,El Poblado,Colombia,67.28,2024-01-24,Total,9.7,1023.7,13.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.6000000000000014,-0.6000000000000014
774,Laureles,Colombia,85.64,2024-01-25,Total,6.4,1014.8,6.3,2024-12-19 12:11:09,2024-12-19 12:11:09,6.199999999999999,6.199999999999999
775,Buenos Aires,Colombia,79.52,2024-01-19,Parcial,6.5,1004.1,8.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.1999999999999993,-1.1999999999999993
776,Castilla,Colombia,72.5,2024-01-26,Parcial,0.6,1000.6,8.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-9.5,-9.5
777,Aranjuez,Colombia,90.32,2024-01-20,Mínima,0.8,1014.5,1.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.9000000000000021,-0.9000000000000021
778,Robledo,Colombia,90.13999999999999,2024-01-26,Mínima,9.9,1003.0,1.8,2024-12-19 12:11:09,2024-12-19 12:11:09,12.5,12.5
779,El Poblado,Colombia,65.84,2024-01-31,Total,0.7,1012.1,3.6,2024-12-19 12:11:09,2024-12-19 12:11:09,6.300000000000001,6.300000000000001
780,Castilla,Colombia,76.82,2024-01-27,Parcial,3.6,1015.7,7.4,2024-12-19 12:11:09,2024-12-19 12:11:09,13.799999999999999,13.799999999999999
781,Robledo,Colombia,87.44,2024-02-01,Total,1.8,1005.4,8.0,2024-12-19 12:11:09,2024-12-19 12:11:09,1.5999999999999979,1.5999999999999979
782,Aranjuez,Colombia,76.28,2024-01-28,Total,9.8,1019.7,12.4,2024-12-19 12:11:09,2024-12-19 12:11:09,2.099999999999998,2.099999999999998
783,Buenos Aires,Colombia,72.32,2024-01-20,Parcial,8.6,1015.7,7.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.200000000000003,-2.200000000000003
784,Buenos Aires,Colombia,74.66,2024-01-29,Parcial,6.1,1003.1,6.9,2024-12-19 12:11:09,2024-12-19 12:11:09,16.2,16.2
785,El Poblado,Colombia,94.82,2024-01-27,Mínima,4.6,1014.7,0.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-8.099999999999998,-8.099999999999998
786,Belen,Colombia,84.74000000000001,2024-01-21,Mínima,2.3,1000.3,1.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-6.700000000000003,-6.700000000000003
787,Robledo,Colombia,67.82,2024-01-20,Total,2.5,1017.9,1.4,2024-12-19 12:11:09,2024-12-19 12:11:09,18.5,18.5
788,Belen,Colombia,88.34,2024-01-21,Total,7.7,1019.0,8.9,2024-12-19 12:11:09,2024-12-19 12:11:09,13.899999999999999,13.899999999999999
789,Aranjuez,Colombia,77.0,2024-01-22,Total,4.1,1003.6,10.7,2024-12-19 12:11:09,2024-12-19 12:11:09,5.700000000000003,5.700000000000003
790,Belen,Colombia,86.36,2024-01-23,Total,8.4,1015.6,9.7,2024-12-19 12:11:09,2024-12-19 12:11:09,5.699999999999996,5.699999999999996
791,Robledo,Colombia,63.68000000000001,2024-01-21,Total,1.7,1010.4,12.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-8.100000000000001,-8.100000000000001
792,Aranjuez,Colombia,91.94,2024-01-30,Total,1.4,1008.5,14.8,2024-12-19 12:11:09,2024-12-19 12:11:09,7.600000000000001,7.600000000000001
793,Belen,Colombia,68.0,2024-01-22,Total,6.4,1005.8,4.5,2024-12-19 12:11:09,2024-12-19 12:11:09,4.400000000000002,4.400000000000002
794,Robledo,Colombia,86.72,2024-01-24,Total,10.0,1008.3,7.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-14.000000000000002,-14.000000000000002
795,Castilla,Colombia,81.86,2024-01-31,Total,10.4,1018.7,11.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.3000000000000007,-2.3000000000000007
796,Aranjuez,Colombia,72.32,2024-02-02,Total,5.3,1016.5,0.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.199999999999999,-5.199999999999999
797,Aranjuez,Colombia,79.88,2024-02-03,Total,4.6,1014.2,11.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-10.5,-10.5
798,Laureles,Colombia,72.14,2024-01-23,Total,4.1,1016.8,0.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.399999999999999,-5.399999999999999
799,Castilla,Colombia,82.22,2024-01-22,Total,0.7,1020.4,14.4,2024-12-19 12:11:09,2024-12-19 12:11:09,1.6000000000000014,1.6000000000000014
800,Robledo,Colombia,93.56,2024-01-23,Total,9.0,1008.5,8.4,2024-12-19 12:11:09,2024-12-19 12:11:09,4.199999999999999,4.199999999999999
801,Castilla,Colombia,74.66,2024-01-01,Total,9.0,1006.9,0.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-10.400000000000002,-10.400000000000002
802,Aranjuez,Colombia,79.7,2024-01-01,Total,10.1,1007.1,2.1,2024-12-19 12:11:09,2024-12-19 12:11:09,9.8,9.8
803,Aranjuez,Colombia,69.25999999999999,2024-01-02,Parcial,6.6,1023.4,7.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.599999999999998,-3.599999999999998
804,Laureles,Colombia,71.06,2024-01-01,Parcial,5.4,1022.7,8.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-4.800000000000001,-4.800000000000001
805,Buenos Aires,Colombia,93.38,2024-01-02,Mínima,2.5,1016.1,3.2,2024-12-19 12:11:09,2024-12-19 12:11:09,3.8000000000000007,3.8000000000000007
806,Laureles,Colombia,66.02,2024-01-01,Total,4.7,1024.7,5.5,2024-12-19 12:11:09,2024-12-19 12:11:09,8.400000000000002,8.400000000000002
807,El Poblado,Colombia,78.25999999999999,2024-01-02,Total,3.1,1007.2,12.5,2024-12-19 12:11:09,2024-12-19 12:11:09,0.5,0.5
808,Belen,Colombia,82.58000000000001,2024-01-01,Mínima,5.6,1014.2,2.5,2024-12-19 12:11:09,2024-12-19 12:11:09,3.6999999999999993,3.6999999999999993
809,Aranjuez,Colombia,91.03999999999999,2024-01-02,Total,3.8,1020.3,12.0,2024-12-19 12:11:09,2024-12-19 12:11:09,3.8999999999999986,3.8999999999999986
810,Belen,Colombia,64.4,2024-01-01,Total,9.7,1021.5,5.2,2024-12-19 12:11:09,2024-12-19 12:11:09,1.0999999999999979,1.0999999999999979
811,Robledo,Colombia,90.68,2024-01-03,Mínima,10.5,1010.6,1.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-5.100000000000001,-5.100000000000001
812,Laureles,Colombia,71.24000000000001,2024-01-03,Parcial,3.7,1012.8,8.0,2024-12-19 12:11:09,2024-12-19 12:11:09,0.5999999999999979,0.5999999999999979
813,Buenos Aires,Colombia,60.08,2024-01-03,Total,5.4,1018.6,7.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.700000000000003,-2.700000000000003
814,Buenos Aires,Colombia,88.7,2024-01-02,Total,7.5,1010.2,11.0,2024-12-19 12:11:09,2024-12-19 12:11:09,9.5,9.5
815,Laureles,Colombia,59.540000000000006,2024-01-04,Total,6.1,1002.1,1.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.0,-3.0
816,Castilla,Colombia,62.78,2024-01-01,Total,5.0,1001.3,7.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-6.899999999999999,-6.899999999999999
817,Robledo,Colombia,90.5,2024-01-04,Mínima,0.0,1005.3,0.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-16.7,-16.7
818,Aranjuez,Colombia,70.52,2024-01-02,Total,1.8,1003.6,10.6,2024-12-19 12:11:09,2024-12-19 12:11:09,3.099999999999998,3.099999999999998
819,Belen,Colombia,82.94,2024-01-02,Total,4.9,1018.0,7.3,2024-12-19 12:11:09,2024-12-19 12:11:09,11.700000000000003,11.700000000000003
820,Buenos Aires,Colombia,62.96,2024-01-03,Total,4.4,1011.0,3.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.400000000000002,-3.400000000000002
821,Robledo,Colombia,75.56,2024-01-03,Parcial,8.9,1011.2,6.5,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.0999999999999979,-1.0999999999999979
822,Belen,Colombia,82.75999999999999,2024-01-04,Total,5.5,1011.4,8.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.099999999999998,-3.099999999999998
823,Aranjuez,Colombia,62.42,2024-01-04,Total,3.8,1004.4,2.0,2024-12-19 12:11:09,2024-12-19 12:11:09,2.8999999999999986,2.8999999999999986
824,Castilla,Colombia,64.58000000000001,2024-01-05,Total,5.6,1000.4,3.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-6.299999999999997,-6.299999999999997
825,Robledo,Colombia,92.30000000000001,2024-01-04,Total,8.0,1016.2,7.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.5,-2.5
826,Laureles,Colombia,82.22,2024-01-05,Total,4.1,1000.7,12.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-11.399999999999999,-11.399999999999999
827,El Poblado,Colombia,90.13999999999999,2024-01-03,Total,4.8,1001.4,7.2,2024-12-19 12:11:09,2024-12-19 12:11:09,3.3999999999999986,3.3999999999999986
828,Aranjuez,Colombia,73.94,2024-01-05,Total,2.6,1009.0,3.7,2024-12-19 12:11:09,2024-12-19 12:11:09,6.699999999999999,6.699999999999999
829,Robledo,Colombia,64.4,2024-01-05,Total,6.6,1022.7,1.7,2024-12-19 12:11:09,2024-12-19 12:11:09,0.6999999999999993,0.6999999999999993
830,Belen,Colombia,94.82,2024-01-06,Total,8.2,1016.6,5.8,2024-12-19 12:11:09,2024-12-19 12:11:09,-8.600000000000001,-8.600000000000001
831,Robledo,Colombia,91.4,2024-01-06,Total,0.7,1024.8,10.7,2024-12-19 12:11:09,2024-12-19 12:11:09,0.5,0.5
832,Robledo,Colombia,73.4,2024-01-06,Total,2.8,1006.2,10.6,2024-12-19 12:11:09,2024-12-19 12:11:09,1.6000000000000014,1.6000000000000014
833,Castilla,Colombia,73.4,2024-01-05,Total,1.3,1017.5,4.0,2024-12-19 12:11:09,2024-12-19 12:11:09,9.399999999999999,9.399999999999999
834,Buenos Aires,Colombia,63.86,2024-01-03,Total,4.6,1012.2,11.4,2024-12-19 12:11:09,2024-12-19 12:11:09,11.500000000000002,11.500000000000002
835,Belen,Colombia,82.03999999999999,2024-01-06,Total,10.4,1020.0,4.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-3.8000000000000007,-3.8000000000000007
836,Buenos Aires,Colombia,81.32,2024-01-07,Total,5.6,1023.3,11.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.1000000000000014,-2.1000000000000014
837,Robledo,Colombia,60.980000000000004,2024-01-08,Total,1.5,1021.5,9.3,2024-12-19 12:11:09,2024-12-19 12:11:09,-14.600000000000001,-14.600000000000001
838,Robledo,Colombia,93.2,2024-01-07,Mínima,5.1,1008.9,4.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-13.899999999999999,-13.899999999999999
839,Robledo,Colombia,77.0,2024-01-08,Total,9.4,1008.4,3.3,2024-12-19 12:11:09,2024-12-19 12:11:09,0.09999999999999787,0.09999999999999787
840,Laureles,Colombia,77.53999999999999,2024-01-09,Parcial,5.3,1019.1,8.4,2024-12-19 12:11:09,2024-12-19 12:11:09,6.5000000000000036,6.5000000000000036
841,Laureles,Colombia,77.72,2024-01-10,Total,4.6,1019.1,12.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.3000000000000007,-0.3000000000000007
842,Belen,Colombia,92.48,2024-01-11,Total,9.8,1003.0,7.2,2024-12-19 12:11:09,2024-12-19 12:11:09,5.699999999999999,5.699999999999999
843,Robledo,Colombia,73.75999999999999,2024-01-06,Total,8.3,1015.1,2.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.599999999999998,-2.599999999999998
844,Laureles,Colombia,77.72,2024-01-04,Total,1.8,1023.9,10.8,2024-12-19 12:11:09,2024-12-19 12:11:09,9.8,9.8
845,Laureles,Colombia,79.7,2024-01-09,Total,1.3,1017.1,2.1,2024-12-19 12:11:09,2024-12-19 12:11:09,1.3999999999999986,1.3999999999999986
846,El Poblado,Colombia,76.1,2024-01-07,Parcial,8.6,1013.9,8.0,2024-12-19 12:11:09,2024-12-19 12:11:09,14.400000000000002,14.400000000000002
847,Aranjuez,Colombia,82.4,2024-01-07,Parcial,4.3,1013.5,5.7,2024-12-19 12:11:09,2024-12-19 12:11:09,14.399999999999999,14.399999999999999
848,Castilla,Colombia,59.540000000000006,2024-01-10,Total,1.3,1020.6,7.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-7.600000000000001,-7.600000000000001
849,Castilla,Colombia,87.44,2024-01-05,Mínima,9.0,1008.6,0.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.6000000000000014,-2.6000000000000014
850,Aranjuez,Colombia,77.9,2024-01-07,Total,7.1,1006.7,10.7,2024-12-19 12:11:09,2024-12-19 12:11:09,9.899999999999999,9.899999999999999
851,Buenos Aires,Colombia,74.66,2024-01-04,Total,7.4,1006.5,4.1,2024-12-19 12:11:09,2024-12-19 12:11:09,2.900000000000002,2.900000000000002
852,Aranjuez,Colombia,87.25999999999999,2024-01-11,Total,10.6,1022.7,5.9,2024-12-19 12:11:09,2024-12-19 12:11:09,6.5,6.5
853,El Poblado,Colombia,71.42,2024-01-06,Parcial,5.6,1016.9,8.8,2024-12-19 12:11:09,2024-12-19 12:11:09,5.199999999999999,5.199999999999999
854,Laureles,Colombia,89.06,2024-01-12,Total,8.2,1015.7,6.7,2024-12-19 12:11:09,2024-12-19 12:11:09,-7.600000000000001,-7.600000000000001
855,Robledo,Colombia,93.74,2024-01-05,Mínima,8.1,1023.4,1.4,2024-12-19 12:11:09,2024-12-19 12:11:09,-7.699999999999999,-7.699999999999999
856,El Poblado,Colombia,93.38,2024-01-07,Total,1.1,1004.1,7.3,2024-12-19 12:11:09,2024-12-19 12:11:09,1.5999999999999979,1.5999999999999979
857,Castilla,Colombia,74.66,2024-01-12,Parcial,11.0,1015.5,7.1,2024-12-19 12:11:09,2024-12-19 12:11:09,4.300000000000001,4.300000000000001
858,Buenos Aires,Colombia,86.72,2024-01-13,Total,7.1,1020.3,11.1,2024-12-19 12:11:09,2024-12-19 12:11:09,-15.8,-15.8
859,Aranjuez,Colombia,85.46000000000001,2024-01-13,Total,1.1,1015.7,14.8,2024-12-19 12:11:09,2024-12-19 12:11:09,8.700000000000001,8.700000000000001
860,Laureles,Colombia,62.6,2024-01-08,Total,0.8,1011.8,10.3,2024-12-19 12:11:09,2024-12-19 12:11:09,4.800000000000001,4.800000000000001
861,Belen,Colombia,93.56,2024-01-14,Mínima,6.5,1023.7,0.6,2024-12-19 12:11:09,2024-12-19 12:11:09,-2.900000000000002,-2.900000000000002
862,Laureles,Colombia,87.98,2024-01-08,Mínima,9.1,1003.3,1.9,2024-12-19 12:11:09,2024-12-19 12:11:09,-1.2999999999999972,-1.2999999999999972
863,Robledo,Colombia,68.53999999999999,2024-01-09,Total,1.1,1015.5,3.2,2024-12-19 12:11:09,2024-12-19 12:11:09,-12.399999999999999,-12.399999999999999
864,Castilla,Colombia,59.900000000000006,2024-01-15,Total,0.6,1004.2,8.7,2024-12-19 12:11:09,2024-12-19 12:11:09,0.6000000000000014,0.6000000000000014
865,Laureles,Colombia,78.08000000000001,2024-01-10,Total,1.6,1002.8,11.8,2024-12-19 12:11:09,2024-12-19 12:11:09,1.8999999999999986,1.8999999999999986
866,Laureles,Colombia,77.72,2024-01-06,Parcial,8.6,1019.2,9.0,2024-12-19 12:11:09,2024-12-19 12:11:09,-0.10000000000000142,-0.10000000000000142
867,Belen,Colombia,63.31999999999999,2024-01-16,Total,7.2,1023.1,10.5,2024-12-19 12:11:09,2024-12-19 12:11:09,3.400000000000002,3.400000000000002
868,Belen,Colombia,86.36,2024-01-08,Total,5.4,1015.6,12.9,2024-12-19 12:11:09,2024-12-19 12:11:09,1.5999999999999979,1.5999999999999979
