id,localidad,pais,temperatura,fecha_y_hora,cobertura_nubes,indice_uv,presion_atmosferica,velocidad_viento,created_at,updated_at,delta_temperatura_horaria,delta_temperatura_diaria
159,Robledo,Colombia,30.1,2024-01-23 00:00:00,Total,8.3,1006.5,14.4,2024-12-19 12:01:19,2024-12-19 12:01:19,1.8000000000000007,1.8000000000000007
160,Robledo,Colombia,28.6,2024-01-29 00:00:00,Mínima,6.0,1003.7,4.6,2024-12-19 12:01:19,2024-12-19 12:01:19,10.600000000000001,10.600000000000001
161,Laureles,Colombia,19.3,2024-01-20 00:00:00,Total,9.6,1007.8,6.1,2024-12-19 12:01:19,2024-12-19 12:01:19,-2.8000000000000007,-2.8000000000000007
162,Castilla,Colombia,26.5,2024-01-21 00:00:00,Total,5.7,1013.9,10.2,2024-12-19 12:01:19,2024-12-19 12:01:19,6.399999999999999,6.399999999999999
163,El Poblado,Colombia,18.0,2024-01-18 00:00:00,Total,1.0,1008.1,9.2,2024-12-19 12:01:19,2024-12-19 12:01:19,-16.200000000000003,-16.200000000000003
164,El Poblado,Colombia,15.0,2024-01-24 00:00:00,Total,6.2,1016.0,3.4,2024-12-19 12:01:19,2024-12-19 12:01:19,-12.5,-12.5
165,Robledo,Colombia,23.4,2024-01-25 00:00:00,Total,10.0,1000.6,12.9,2024-12-19 12:01:19,2024-12-19 12:01:19,-4.600000000000001,-4.600000000000001
166,Robledo,Colombia,27.3,2024-02-06 00:00:00,Total,9.0,1017.9,3.0,2024-12-19 12:01:19,2024-12-19 12:01:19,0.8000000000000007,0.8000000000000007
167,Belen,Colombia,17.8,2024-01-30 00:00:00,Total,1.2,1011.1,0.4,2024-12-19 12:01:19,2024-12-19 12:01:19,-15.2,-15.2
168,Buenos Aires,Colombia,28.0,2024-01-19 00:00:00,Total,2.8,1018.8,13.5,2024-12-19 12:01:19,2024-12-19 12:01:19,6.399999999999999,6.399999999999999
169,Belen,Colombia,20.6,2024-02-07 00:00:00,Total,7.4,1005.7,4.6,2024-12-19 12:01:19,2024-12-19 12:01:19,2.0,2.0
170,Aranjuez,Colombia,23.5,2024-01-19 00:00:00,Total,6.4,1014.2,1.0,2024-12-19 12:01:19,2024-12-19 12:01:19,-1.6999999999999993,-1.6999999999999993
171,Belen,Colombia,23.1,2024-01-22 00:00:00,Total,2.5,1018.8,13.4,2024-12-19 12:01:19,2024-12-19 12:01:19,1.6000000000000014,1.6000000000000014
172,Buenos Aires,Colombia,18.5,2024-01-23 00:00:00,Total,6.1,1011.8,13.2,2024-12-19 12:01:19,2024-12-19 12:01:19,2.3999999999999986,2.3999999999999986
173,El Poblado,Colombia,19.6,2024-01-24 00:00:00,Total,9.7,1023.7,13.4,2024-12-19 12:01:19,2024-12-19 12:01:19,4.600000000000001,4.600000000000001
174,Laureles,Colombia,29.8,2024-01-25 00:00:00,Total,6.4,1014.8,6.3,2024-12-19 12:01:19,2024-12-19 12:01:19,13.3,13.3
175,Buenos Aires,Colombia,26.4,2024-01-19 00:00:00,Parcial,6.5,1004.1,8.5,2024-12-19 12:01:19,2024-12-19 12:01:19,-1.6000000000000014,-1.6000000000000014
176,Castilla,Colombia,22.5,2024-01-26 00:00:00,Parcial,0.6,1000.6,8.0,2024-12-19 12:01:19,2024-12-19 12:01:19,-5.699999999999999,-5.699999999999999
177,Aranjuez,Colombia,32.4,2024-01-20 00:00:00,Mínima,0.8,1014.5,1.1,2024-12-19 12:01:19,2024-12-19 12:01:19,3.5,3.5
178,Robledo,Colombia,32.3,2024-01-26 00:00:00,Mínima,9.9,1003.0,1.8,2024-12-19 12:01:19,2024-12-19 12:01:19,-1.5,-1.5
179,El Poblado,Colombia,18.8,2024-01-31 00:00:00,Total,0.7,1012.1,3.6,2024-12-19 12:01:19,2024-12-19 12:01:19,-6.199999999999999,-6.199999999999999
180,Castilla,Colombia,24.9,2024-01-27 00:00:00,Parcial,3.6,1015.7,7.4,2024-12-19 12:01:19,2024-12-19 12:01:19,-10.0,-10.0
181,Robledo,Colombia,30.8,2024-02-01 00:00:00,Total,1.8,1005.4,8.0,2024-12-19 12:01:19,2024-12-19 12:01:19,9.400000000000002,9.400000000000002
182,Aranjuez,Colombia,24.6,2024-01-28 00:00:00,Total,9.8,1019.7,12.4,2024-12-19 12:01:19,2024-12-19 12:01:19,-1.1999999999999993,-1.1999999999999993
183,Buenos Aires,Colombia,22.4,2024-01-20 00:00:00,Parcial,8.6,1015.7,7.0,2024-12-19 12:01:19,2024-12-19 12:01:19,2.599999999999998,2.599999999999998
184,Buenos Aires,Colombia,23.7,2024-01-29 00:00:00,Parcial,6.1,1003.1,6.9,2024-12-19 12:01:19,2024-12-19 12:01:19,-0.6999999999999993,-0.6999999999999993
185,El Poblado,Colombia,34.9,2024-01-27 00:00:00,Mínima,4.6,1014.7,0.2,2024-12-19 12:01:19,2024-12-19 12:01:19,7.199999999999999,7.199999999999999
186,Belen,Colombia,29.3,2024-01-21 00:00:00,Mínima,2.3,1000.3,1.5,2024-12-19 12:01:19,2024-12-19 12:01:19,2.8000000000000007,2.8000000000000007
187,Robledo,Colombia,19.9,2024-01-20 00:00:00,Total,2.5,1017.9,1.4,2024-12-19 12:01:19,2024-12-19 12:01:19,-1.0,-1.0
188,Belen,Colombia,31.3,2024-01-21 00:00:00,Total,7.7,1019.0,8.9,2024-12-19 12:01:19,2024-12-19 12:01:19,2.0,2.0
189,Aranjuez,Colombia,25.0,2024-01-22 00:00:00,Total,4.1,1003.6,10.7,2024-12-19 12:01:19,2024-12-19 12:01:19,-9.799999999999997,-9.799999999999997
190,Belen,Colombia,30.2,2024-01-23 00:00:00,Total,8.4,1015.6,9.7,2024-12-19 12:01:19,2024-12-19 12:01:19,2.599999999999998,2.599999999999998
191,Robledo,Colombia,17.6,2024-01-21 00:00:00,Total,1.7,1010.4,12.1,2024-12-19 12:01:19,2024-12-19 12:01:19,-9.899999999999999,-9.899999999999999
192,Aranjuez,Colombia,33.3,2024-01-30 00:00:00,Total,1.4,1008.5,14.8,2024-12-19 12:01:19,2024-12-19 12:01:19,7.9999999999999964,7.9999999999999964
193,Belen,Colombia,20.0,2024-01-22 00:00:00,Total,6.4,1005.8,4.5,2024-12-19 12:01:19,2024-12-19 12:01:19,-3.1000000000000014,-3.1000000000000014
194,Robledo,Colombia,30.4,2024-01-24 00:00:00,Total,10.0,1008.3,7.8,2024-12-19 12:01:19,2024-12-19 12:01:19,10.899999999999999,10.899999999999999
195,Castilla,Colombia,27.7,2024-01-31 00:00:00,Total,10.4,1018.7,11.2,2024-12-19 12:01:19,2024-12-19 12:01:19,-4.0,-4.0
196,Aranjuez,Colombia,22.4,2024-02-02 00:00:00,Total,5.3,1016.5,0.9,2024-12-19 12:01:19,2024-12-19 12:01:19,-0.6000000000000014,-0.6000000000000014
197,Aranjuez,Colombia,26.6,2024-02-03 00:00:00,Total,4.6,1014.2,11.9,2024-12-19 12:01:19,2024-12-19 12:01:19,7.0,7.0
198,Laureles,Colombia,22.3,2024-01-23 00:00:00,Total,4.1,1016.8,0.4,2024-12-19 12:01:19,2024-12-19 12:01:19,-10.400000000000002,-10.400000000000002
199,Castilla,Colombia,27.9,2024-01-22 00:00:00,Total,0.7,1020.4,14.4,2024-12-19 12:01:19,2024-12-19 12:01:19,0.3999999999999986,0.3999999999999986
200,Robledo,Colombia,34.2,2024-01-23 00:00:00,Total,9.0,1008.5,8.4,2024-12-19 12:01:19,2024-12-19 12:01:19,4.100000000000001,4.100000000000001
201,Castilla,Colombia,23.7,2024-01-01 00:00:00,Total,9.0,1006.9,0.9,2024-12-19 12:09:56,2024-12-19 12:09:56,,
202,Aranjuez,Colombia,26.5,2024-01-01 00:00:00,Total,10.1,1007.1,2.1,2024-12-19 12:09:56,2024-12-19 12:09:56,10.3,10.3
203,Aranjuez,Colombia,20.7,2024-01-02 00:00:00,Parcial,6.6,1023.4,7.3,2024-12-19 12:09:56,2024-12-19 12:09:56,-6.900000000000002,-6.900000000000002
204,Laureles,Colombia,21.7,2024-01-01 00:00:00,Parcial,5.4,1022.7,8.2,2024-12-19 12:09:56,2024-12-19 12:09:56,,
205,Buenos Aires,Colombia,34.1,2024-01-02 00:00:00,Mínima,2.5,1016.1,3.2,2024-12-19 12:09:56,2024-12-19 12:09:56,15.5,15.5
206,Laureles,Colombia,18.9,2024-01-01 00:00:00,Total,4.7,1024.7,5.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-2.8000000000000007,-2.8000000000000007
207,El Poblado,Colombia,25.7,2024-01-02 00:00:00,Total,3.1,1007.2,12.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-3.6999999999999993,-3.6999999999999993
208,Belen,Colombia,28.1,2024-01-01 00:00:00,Mínima,5.6,1014.2,2.5,2024-12-19 12:09:56,2024-12-19 12:09:56,,
209,Aranjuez,Colombia,32.8,2024-01-02 00:00:00,Total,3.8,1020.3,12.0,2024-12-19 12:09:56,2024-12-19 12:09:56,12.099999999999998,12.099999999999998
210,Belen,Colombia,18.0,2024-01-01 00:00:00,Total,9.7,1021.5,5.2,2024-12-19 12:09:56,2024-12-19 12:09:56,-10.100000000000001,-10.100000000000001
211,Robledo,Colombia,32.6,2024-01-03 00:00:00,Mínima,10.5,1010.6,1.5,2024-12-19 12:09:56,2024-12-19 12:09:56,3.1000000000000014,3.1000000000000014
212,Laureles,Colombia,21.8,2024-01-03 00:00:00,Parcial,3.7,1012.8,8.0,2024-12-19 12:09:56,2024-12-19 12:09:56,-0.3999999999999986,-0.3999999999999986
213,Buenos Aires,Colombia,15.6,2024-01-03 00:00:00,Total,5.4,1018.6,7.0,2024-12-19 12:09:56,2024-12-19 12:09:56,-1.799999999999999,-1.799999999999999
214,Buenos Aires,Colombia,31.5,2024-01-02 00:00:00,Total,7.5,1010.2,11.0,2024-12-19 12:09:56,2024-12-19 12:09:56,-2.6000000000000014,-2.6000000000000014
215,Laureles,Colombia,15.3,2024-01-04 00:00:00,Total,6.1,1002.1,1.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-9.0,-9.0
216,Castilla,Colombia,17.1,2024-01-01 00:00:00,Total,5.0,1001.3,7.3,2024-12-19 12:09:56,2024-12-19 12:09:56,-6.599999999999998,-6.599999999999998
217,Robledo,Colombia,32.5,2024-01-04 00:00:00,Mínima,0.0,1005.3,0.9,2024-12-19 12:09:56,2024-12-19 12:09:56,3.8000000000000007,3.8000000000000007
218,Aranjuez,Colombia,21.4,2024-01-02 00:00:00,Total,1.8,1003.6,10.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-11.399999999999999,-11.399999999999999
219,Belen,Colombia,28.3,2024-01-02 00:00:00,Total,4.9,1018.0,7.3,2024-12-19 12:09:56,2024-12-19 12:09:56,5.800000000000001,5.800000000000001
220,Buenos Aires,Colombia,17.2,2024-01-03 00:00:00,Total,4.4,1011.0,3.0,2024-12-19 12:09:56,2024-12-19 12:09:56,1.5999999999999996,1.5999999999999996
221,Robledo,Colombia,24.2,2024-01-03 00:00:00,Parcial,8.9,1011.2,6.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-8.400000000000002,-8.400000000000002
222,Belen,Colombia,28.2,2024-01-04 00:00:00,Total,5.5,1011.4,8.8,2024-12-19 12:09:56,2024-12-19 12:09:56,6.399999999999999,6.399999999999999
223,Aranjuez,Colombia,16.9,2024-01-04 00:00:00,Total,3.8,1004.4,2.0,2024-12-19 12:09:56,2024-12-19 12:09:56,-1.7000000000000028,-1.7000000000000028
224,Castilla,Colombia,18.1,2024-01-05 00:00:00,Total,5.6,1000.4,3.0,2024-12-19 12:09:56,2024-12-19 12:09:56,-8.0,-8.0
225,Robledo,Colombia,33.5,2024-01-04 00:00:00,Total,8.0,1016.2,7.8,2024-12-19 12:09:56,2024-12-19 12:09:56,1.0,1.0
226,Laureles,Colombia,27.9,2024-01-05 00:00:00,Total,4.1,1000.7,12.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-5.800000000000004,-5.800000000000004
227,El Poblado,Colombia,32.3,2024-01-03 00:00:00,Total,4.8,1001.4,7.2,2024-12-19 12:09:56,2024-12-19 12:09:56,8.199999999999996,8.199999999999996
228,Aranjuez,Colombia,23.3,2024-01-05 00:00:00,Total,2.6,1009.0,3.7,2024-12-19 12:09:56,2024-12-19 12:09:56,-2.599999999999998,-2.599999999999998
229,Robledo,Colombia,18.0,2024-01-05 00:00:00,Total,6.6,1022.7,1.7,2024-12-19 12:09:56,2024-12-19 12:09:56,1.1999999999999993,1.1999999999999993
230,Belen,Colombia,34.9,2024-01-06 00:00:00,Total,8.2,1016.6,5.8,2024-12-19 12:09:56,2024-12-19 12:09:56,16.7,16.7
231,Robledo,Colombia,33.0,2024-01-06 00:00:00,Total,0.7,1024.8,10.7,2024-12-19 12:09:56,2024-12-19 12:09:56,12.100000000000001,12.100000000000001
232,Robledo,Colombia,23.0,2024-01-06 00:00:00,Total,2.8,1006.2,10.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-10.0,-10.0
233,Castilla,Colombia,23.0,2024-01-05 00:00:00,Total,1.3,1017.5,4.0,2024-12-19 12:09:56,2024-12-19 12:09:56,4.899999999999999,4.899999999999999
234,Buenos Aires,Colombia,17.7,2024-01-03 00:00:00,Total,4.6,1012.2,11.4,2024-12-19 12:09:56,2024-12-19 12:09:56,0.5,0.5
235,Belen,Colombia,27.8,2024-01-06 00:00:00,Total,10.4,1020.0,4.0,2024-12-19 12:09:56,2024-12-19 12:09:56,-7.099999999999998,-7.099999999999998
236,Buenos Aires,Colombia,27.4,2024-01-07 00:00:00,Total,5.6,1023.3,11.3,2024-12-19 12:09:56,2024-12-19 12:09:56,10.5,10.5
237,Robledo,Colombia,16.1,2024-01-08 00:00:00,Total,1.5,1021.5,9.3,2024-12-19 12:09:56,2024-12-19 12:09:56,-12.7,-12.7
238,Robledo,Colombia,34.0,2024-01-07 00:00:00,Mínima,5.1,1008.9,4.0,2024-12-19 12:09:56,2024-12-19 12:09:56,15.399999999999999,15.399999999999999
239,Robledo,Colombia,25.0,2024-01-08 00:00:00,Total,9.4,1008.4,3.3,2024-12-19 12:09:56,2024-12-19 12:09:56,8.899999999999999,8.899999999999999
240,Laureles,Colombia,25.3,2024-01-09 00:00:00,Parcial,5.3,1019.1,8.4,2024-12-19 12:09:56,2024-12-19 12:09:56,2.1000000000000014,2.1000000000000014
241,Laureles,Colombia,25.4,2024-01-10 00:00:00,Total,4.6,1019.1,12.4,2024-12-19 12:09:56,2024-12-19 12:09:56,7.699999999999999,7.699999999999999
242,Belen,Colombia,33.6,2024-01-11 00:00:00,Total,9.8,1003.0,7.2,2024-12-19 12:09:56,2024-12-19 12:09:56,-0.7999999999999972,-0.7999999999999972
243,Robledo,Colombia,23.2,2024-01-06 00:00:00,Total,8.3,1015.1,2.4,2024-12-19 12:09:56,2024-12-19 12:09:56,0.1999999999999993,0.1999999999999993
244,Laureles,Colombia,25.4,2024-01-04 00:00:00,Total,1.8,1023.9,10.8,2024-12-19 12:09:56,2024-12-19 12:09:56,10.099999999999998,10.099999999999998
245,Laureles,Colombia,26.5,2024-01-09 00:00:00,Total,1.3,1017.1,2.1,2024-12-19 12:09:56,2024-12-19 12:09:56,1.1999999999999993,1.1999999999999993
246,El Poblado,Colombia,24.5,2024-01-07 00:00:00,Parcial,8.6,1013.9,8.0,2024-12-19 12:09:56,2024-12-19 12:09:56,7.5,7.5
247,Aranjuez,Colombia,28.0,2024-01-07 00:00:00,Parcial,4.3,1013.5,5.7,2024-12-19 12:09:56,2024-12-19 12:09:56,8.0,8.0
248,Castilla,Colombia,15.3,2024-01-10 00:00:00,Total,1.3,1020.6,7.4,2024-12-19 12:09:56,2024-12-19 12:09:56,-0.1999999999999993,-0.1999999999999993
249,Castilla,Colombia,30.8,2024-01-05 00:00:00,Mínima,9.0,1008.6,0.1,2024-12-19 12:09:56,2024-12-19 12:09:56,7.800000000000001,7.800000000000001
250,Aranjuez,Colombia,25.5,2024-01-07 00:00:00,Total,7.1,1006.7,10.7,2024-12-19 12:09:56,2024-12-19 12:09:56,-2.5,-2.5
251,Buenos Aires,Colombia,23.7,2024-01-04 00:00:00,Total,7.4,1006.5,4.1,2024-12-19 12:09:56,2024-12-19 12:09:56,-3.5,-3.5
252,Aranjuez,Colombia,30.7,2024-01-11 00:00:00,Total,10.6,1022.7,5.9,2024-12-19 12:09:56,2024-12-19 12:09:56,9.399999999999999,9.399999999999999
253,El Poblado,Colombia,21.9,2024-01-06 00:00:00,Parcial,5.6,1016.9,8.8,2024-12-19 12:09:56,2024-12-19 12:09:56,5.399999999999999,5.399999999999999
254,Laureles,Colombia,31.7,2024-01-12 00:00:00,Total,8.2,1015.7,6.7,2024-12-19 12:09:56,2024-12-19 12:09:56,9.099999999999998,9.099999999999998
255,Robledo,Colombia,34.3,2024-01-05 00:00:00,Mínima,8.1,1023.4,1.4,2024-12-19 12:09:56,2024-12-19 12:09:56,16.299999999999997,16.299999999999997
256,El Poblado,Colombia,34.1,2024-01-07 00:00:00,Total,1.1,1004.1,7.3,2024-12-19 12:09:56,2024-12-19 12:09:56,9.600000000000001,9.600000000000001
257,Castilla,Colombia,23.7,2024-01-12 00:00:00,Parcial,11.0,1015.5,7.1,2024-12-19 12:09:56,2024-12-19 12:09:56,-3.400000000000002,-3.400000000000002
258,Buenos Aires,Colombia,30.4,2024-01-13 00:00:00,Total,7.1,1020.3,11.1,2024-12-19 12:09:56,2024-12-19 12:09:56,10.399999999999999,10.399999999999999
259,Aranjuez,Colombia,29.7,2024-01-13 00:00:00,Total,1.1,1015.7,14.8,2024-12-19 12:09:56,2024-12-19 12:09:56,4.899999999999999,4.899999999999999
260,Laureles,Colombia,17.0,2024-01-08 00:00:00,Total,0.8,1011.8,10.3,2024-12-19 12:09:56,2024-12-19 12:09:56,-6.199999999999999,-6.199999999999999
261,Belen,Colombia,34.2,2024-01-14 00:00:00,Mínima,6.5,1023.7,0.6,2024-12-19 12:09:56,2024-12-19 12:09:56,12.600000000000001,12.600000000000001
262,Laureles,Colombia,31.1,2024-01-08 00:00:00,Mínima,9.1,1003.3,1.9,2024-12-19 12:09:56,2024-12-19 12:09:56,14.100000000000001,14.100000000000001
263,Robledo,Colombia,20.3,2024-01-09 00:00:00,Total,1.1,1015.5,3.2,2024-12-19 12:09:56,2024-12-19 12:09:56,-3.6999999999999993,-3.6999999999999993
264,Castilla,Colombia,15.5,2024-01-15 00:00:00,Total,0.6,1004.2,8.7,2024-12-19 12:09:56,2024-12-19 12:09:56,-13.7,-13.7
265,Laureles,Colombia,25.6,2024-01-10 00:00:00,Total,1.6,1002.8,11.8,2024-12-19 12:09:56,2024-12-19 12:09:56,0.20000000000000284,0.20000000000000284
266,Laureles,Colombia,25.4,2024-01-06 00:00:00,Parcial,8.6,1019.2,9.0,2024-12-19 12:09:56,2024-12-19 12:09:56,-7.300000000000004,-7.300000000000004
267,Belen,Colombia,17.4,2024-01-16 00:00:00,Total,7.2,1023.1,10.5,2024-12-19 12:09:56,2024-12-19 12:09:56,1.9999999999999982,1.9999999999999982
268,Belen,Colombia,30.2,2024-01-08 00:00:00,Total,5.4,1015.6,12.9,2024-12-19 12:09:56,2024-12-19 12:09:56,-2.8000000000000007,-2.8000000000000007
269,Buenos Aires,Colombia,27.4,2024-01-08 00:00:00,Parcial,8.1,1022.8,8.1,2024-12-19 12:09:56,2024-12-19 12:09:56,8.0,8.0
270,Castilla,Colombia,26.8,2024-01-09 00:00:00,Total,1.0,1013.8,2.6,2024-12-19 12:09:56,2024-12-19 12:09:56,2.1999999999999993,2.1999999999999993
271,Belen,Colombia,15.5,2024-01-14 00:00:00,Total,3.0,1004.2,0.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-18.700000000000003,-18.700000000000003
272,Castilla,Colombia,28.4,2024-01-09 00:00:00,Total,4.5,1022.3,11.3,2024-12-19 12:09:56,2024-12-19 12:09:56,1.5999999999999979,1.5999999999999979
273,Buenos Aires,Colombia,18.4,2024-01-10 00:00:00,Total,10.6,1023.3,0.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-15.300000000000004,-15.300000000000004
274,El Poblado,Colombia,27.7,2024-01-09 00:00:00,Parcial,0.2,1018.4,8.3,2024-12-19 12:09:56,2024-12-19 12:09:56,12.399999999999999,12.399999999999999
275,Robledo,Colombia,31.5,2024-01-11 00:00:00,Total,10.9,1008.8,11.1,2024-12-19 12:09:56,2024-12-19 12:09:56,13.600000000000001,13.600000000000001
276,Belen,Colombia,17.1,2024-01-15 00:00:00,Total,8.2,1010.3,14.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-5.899999999999999,-5.899999999999999
277,Belen,Colombia,21.6,2024-01-17 00:00:00,Total,9.6,1014.2,4.5,2024-12-19 12:09:56,2024-12-19 12:09:56,4.100000000000001,4.100000000000001
278,Belen,Colombia,27.7,2024-01-11 00:00:00,Total,7.7,1001.6,1.8,2024-12-19 12:09:56,2024-12-19 12:09:56,-5.900000000000002,-5.900000000000002
279,El Poblado,Colombia,22.7,2024-01-12 00:00:00,Total,9.0,1004.8,12.2,2024-12-19 12:09:56,2024-12-19 12:09:56,-11.400000000000002,-11.400000000000002
280,Aranjuez,Colombia,26.3,2024-01-12 00:00:00,Parcial,10.9,1007.8,5.5,2024-12-19 12:09:56,2024-12-19 12:09:56,0.5,0.5
281,Buenos Aires,Colombia,30.1,2024-01-13 00:00:00,Total,3.5,1017.3,8.1,2024-12-19 12:09:56,2024-12-19 12:09:56,-0.29999999999999716,-0.29999999999999716
282,Aranjuez,Colombia,15.9,2024-01-14 00:00:00,Total,8.5,1019.2,11.7,2024-12-19 12:09:56,2024-12-19 12:09:56,-0.7000000000000011,-0.7000000000000011
283,Robledo,Colombia,34.1,2024-01-13 00:00:00,Mínima,8.1,1018.1,1.8,2024-12-19 12:09:56,2024-12-19 12:09:56,2.6000000000000014,2.6000000000000014
284,Robledo,Colombia,20.7,2024-01-15 00:00:00,Total,5.6,1002.6,10.1,2024-12-19 12:09:56,2024-12-19 12:09:56,-3.6000000000000014,-3.6000000000000014
285,Aranjuez,Colombia,30.6,2024-01-10 00:00:00,Total,3.2,1016.0,14.8,2024-12-19 12:09:56,2024-12-19 12:09:56,14.3,14.3
286,Belen,Colombia,16.1,2024-01-11 00:00:00,Total,4.4,1008.8,14.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-11.599999999999998,-11.599999999999998
287,Aranjuez,Colombia,18.9,2024-01-10 00:00:00,Total,5.0,1009.6,9.0,2024-12-19 12:09:56,2024-12-19 12:09:56,-11.700000000000003,-11.700000000000003
288,Laureles,Colombia,31.8,2024-01-14 00:00:00,Mínima,9.3,1004.6,3.0,2024-12-19 12:09:56,2024-12-19 12:09:56,13.5,13.5
289,Laureles,Colombia,15.6,2024-01-16 00:00:00,Total,2.4,1012.9,0.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-19.0,-19.0
290,Belen,Colombia,20.2,2024-01-15 00:00:00,Total,10.5,1001.0,2.7,2024-12-19 12:09:56,2024-12-19 12:09:56,3.099999999999998,3.099999999999998
291,Robledo,Colombia,31.9,2024-01-11 00:00:00,Total,2.4,1014.3,7.8,2024-12-19 12:09:56,2024-12-19 12:09:56,0.3999999999999986,0.3999999999999986
292,Laureles,Colombia,17.6,2024-01-16 00:00:00,Total,5.3,1019.0,2.1,2024-12-19 12:09:56,2024-12-19 12:09:56,2.0000000000000018,2.0000000000000018
293,El Poblado,Colombia,15.1,2024-01-18 00:00:00,Total,1.4,1012.8,2.0,2024-12-19 12:09:56,2024-12-19 12:09:56,-2.9000000000000004,-2.9000000000000004
294,Aranjuez,Colombia,34.1,2024-01-12 00:00:00,Total,1.7,1021.3,13.8,2024-12-19 12:09:56,2024-12-19 12:09:56,7.800000000000001,7.800000000000001
295,El Poblado,Colombia,34.8,2024-01-17 00:00:00,Mínima,2.6,1015.2,0.5,2024-12-19 12:09:56,2024-12-19 12:09:56,11.099999999999998,11.099999999999998
296,Laureles,Colombia,22.9,2024-01-17 00:00:00,Total,5.2,1011.5,11.7,2024-12-19 12:09:56,2024-12-19 12:09:56,-8.200000000000003,-8.200000000000003
297,Belen,Colombia,32.3,2024-01-13 00:00:00,Total,7.1,1003.7,11.5,2024-12-19 12:09:56,2024-12-19 12:09:56,9.599999999999998,9.599999999999998
298,Castilla,Colombia,20.9,2024-01-14 00:00:00,Total,9.3,1010.9,3.0,2024-12-19 12:09:56,2024-12-19 12:09:56,-12.600000000000001,-12.600000000000001
299,Castilla,Colombia,31.3,2024-01-16 00:00:00,Total,1.7,1021.0,14.3,2024-12-19 12:09:56,2024-12-19 12:09:56,10.5,10.5
300,Aranjuez,Colombia,21.8,2024-01-07 00:00:00,Parcial,9.2,1021.7,5.8,2024-12-19 12:09:56,2024-12-19 12:09:56,-3.6999999999999993,-3.6999999999999993
301,Robledo,Colombia,28.0,2024-01-08 00:00:00,Total,9.0,1017.8,13.2,2024-12-19 12:09:56,2024-12-19 12:09:56,3.0,3.0
302,Buenos Aires,Colombia,18.3,2024-01-17 00:00:00,Total,7.2,1004.1,7.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-10.7,-10.7
303,Aranjuez,Colombia,16.7,2024-01-12 00:00:00,Total,7.7,1022.7,13.9,2024-12-19 12:09:56,2024-12-19 12:09:56,-17.400000000000002,-17.400000000000002
304,Aranjuez,Colombia,28.9,2024-01-18 00:00:00,Total,8.8,1017.0,11.1,2024-12-19 12:09:56,2024-12-19 12:09:56,0.5999999999999979,0.5999999999999979
305,Buenos Aires,Colombia,23.0,2024-01-13 00:00:00,Total,10.4,1005.8,1.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-7.100000000000001,-7.100000000000001
306,Laureles,Colombia,29.8,2024-01-15 00:00:00,Total,9.8,1013.2,5.5,2024-12-19 12:09:56,2024-12-19 12:09:56,8.100000000000001,8.100000000000001
307,Castilla,Colombia,20.4,2024-01-18 00:00:00,Total,4.9,1015.4,2.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-4.200000000000003,-4.200000000000003
308,Castilla,Colombia,21.0,2024-01-19 00:00:00,Total,10.8,1000.4,4.9,2024-12-19 12:09:56,2024-12-19 12:09:56,-9.399999999999999,-9.399999999999999
309,Belen,Colombia,24.3,2024-01-18 00:00:00,Parcial,6.1,1005.5,5.6,2024-12-19 12:09:56,2024-12-19 12:09:56,5.5,5.5
310,Robledo,Colombia,26.5,2024-01-09 00:00:00,Parcial,6.9,1004.1,6.4,2024-12-19 12:09:56,2024-12-19 12:09:56,6.199999999999999,6.199999999999999
311,Belen,Colombia,28.7,2024-01-14 00:00:00,Total,5.7,1001.3,14.6,2024-12-19 12:09:56,2024-12-19 12:09:56,13.2,13.2
312,Buenos Aires,Colombia,15.9,2024-01-19 00:00:00,Total,1.6,1003.7,2.9,2024-12-19 12:09:56,2024-12-19 12:09:56,-10.499999999999998,-10.499999999999998
313,Castilla,Colombia,16.1,2024-01-20 00:00:00,Total,5.7,1016.3,10.5,2024-12-19 12:09:56,2024-12-19 12:09:56,-10.0,-10.0
314,Robledo,Colombia,19.9,2024-01-19 00:00:00,Total,7.7,1011.0,13.6,2024-12-19 12:09:56,2024-12-19 12:09:56,-8.5,-8.5
315,Robledo,Colombia,29.4,2024-01-20 00:00:00,Total,5.0,1002.6,13.7,2024-12-19 12:09:56,2024-12-19 12:09:56,9.5,9.5
316,Belen,Colombia,33.9,2024-01-10 00:00:00,Mínima,10.7,1003.2,0.7,2024-12-19 12:09:56,2024-12-19 12:09:56,6.899999999999999,6.899999999999999
317,Aranjuez,Colombia,27.9,2024-01-16 00:00:00,Total,7.1,1004.7,12.6,2024-12-19 12:09:56,2024-12-19 12:09:56,1.0,1.0
